,id,sentence1,sentence2,is_duplicate
819,819,"""No matter who becomes the sponsor for stock-car racing's top series, NASCAR will need an all-star event,"" Wheeler said in a statement.",Wheeler stated that an all-star event will still be needed in NASCAR despite whoever is the new sponsor.,0
820,820,Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.,The victory for Kathleen Peterson and family was a decision by Prosecutor Jim Hardin.,1
821,821,"""No matter who becomes the sponsor for stock-car racing's top series, NASCAR will need an all-star event,"" Wheeler said in a statement.",Wheeler stated that an all-star event will still be needed in NASCAR despite whoever is the sponsor for stock-car racing's top series.,1
822,822,"""I´m very proud of the citizens of this state,"" Gov. John Baldacci said after votes from Tuesday´s referendum were counted.","after votes from Tuesday´s referendum were counted, Gov. John Baldacci said that ""I'm very proud of the citizens of this state"".",1
823,823,We need to tell the others.,They must be informed.,1
824,824,With other musicians.,Accompany with other musicians.,1
825,825,"Labor's Julia Gillard said it was a ""major failure of coastal surveillance"".","It was a major failure of coastal surveillance, according to Labor's Julia Gillard.",1
826,826,"Labor's Julia Gillard said it was a ""major failure of coastal surveillance"".","It was an extreme failure of coastal surveillance, according to Labor's Julia Gillard.",1
827,827,"Labor's Julia Gillard said it was a ""major failure of coastal surveillance"".","It was an extreme failure of coastal surveillance, according to Labor's Julia Gillard.",1
828,828,Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.,"Kathleen Peterson and her family achieved a victory, after being called my the prosecutor, Jim Hardin.",1
829,829,"Labor's Julia Gillard said it was a ""major failure of coastal surveillance"".","It was an extreme error of coastal surveillance, according to Labor's Julia Gillard.",1
830,830,"I'm sorry, guys, all right?","Guys, Im sorry, are you all right?",1
831,831,"I'm sorry, guys, all right?","My apologies, are you guys all right?",1
832,832,"I'm sorry, guys, all right?","Are you guys all right, I apologize.",1
833,833,Business Week's online edition reported on Friday that WorldCom and the SEC could announce a settlement as early as Monday.,"WorldCom and the SEC could announce a settlement as early as Monday, reported by business week's online edition on Friday.",1
834,834,"FARID: After this, you teach me Dragon's Breath...","FARID said that after this, you can teach me Dragon's Breath",1
835,835,"Two lamps were Ht; one by the far couch, the second nearer,to the right of an armchair.","One lamp by the furthest couch was hit, as well as the second lamp by the armchair.",1
836,836,I'm picking her up at... ...8:00?,I will get her at 8pm?,0
837,837,I'm picking her up at... ...8:00?,I will get her at 8?,1
838,838,Is it possible to appeal against a decision on parental responsibility?,Is it possible to plead against a decision on parental responsibility?,1
839,839,The stock has risen 44 cents in recent days.,"In the last few days, the price of the stock rose to 44 cents.",1
840,840,The stock has risen 44 cents in recent days.,"This past week, the price of the stock rose to 44 cents.",1
841,841,Is it possible to appeal against a decision on parental responsibility?,against a decision on parental responsibility is possible to appeal?,1
842,842,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""","Ximian brings Novell unmatched knowledge while improving our capability to function with [our] customers and negotiate open source actions more positively.""",1
843,843,Except for him.,apart from him,1
844,844,"""No, thanks.","No, Thank you",1
845,845,"""No, thanks.","No, Thank you very much",1
846,846,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""",Ximian can negotiate open source actions more positively while bringing unmatched knowledge and improving our capability to function with the customers.,0
847,847,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""",Ximian can negotiate open source actions more positively while bringing unmatched knowledge and improving our capability to function with the customers at Novell.,1
848,848,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""",Ximian can negotiate new actions more positively while bringing unmatched knowledge and improving our capability to function with the customers at Novell.,0
849,849,"""No, thanks.","No, Thank you very much for your concern",0
850,850,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""",Ximian can negotiate new open source actions while bringing unmatched knowledge and improving our capability to function with the customers at Novell.,1
851,851,"""No, thanks.","No, Thank you your your concern",0
852,852,"""No, thanks.","No, Thank you very much",1
853,853,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""",Ximian can negotiate new open source actions while bringing unmatched knowledge to improve our capability to function with the customers at Novell.,1
854,854,"Article 16 [Temporary provision] Actions started before 31 December 2006 pursuant to Decision No 1031/2000/EC and Decision No 790/2004/EC of 21 April 2004 shall continue to be governed, until their completion, by these Decisions.","According to decision No 1031/2000/EC and Decision No 790/2004/EC of April 21, 2004, Article 16 [Temporary provisions] Actions started before December 31, 2006 and will continue to be governed until they are complete by the Decisions",1
855,855,They're my friends.,These are my companions.,1
856,856,Only one tenth of it is salvageable.,We can only save one tenth.,1
857,857,"Mosel was unable to present financial statements in time due to mergers among subsidiaries and a change of accountants, the company said on Monday.","the company said that due to mergers among subsidiaries and a change of accountants, Mosel was unable to present financial statements in time on monday.",1
